gamma,g,c,l,I,m,M,stable,qstar_1,qstar_2,qstar_3,qstar_4
1,0.5,0.02,1,0.5,1,0.0012001200120012,0,0.0962091371469062,-0.145260195618027,-0.195600204350836,0.0114143429183754
1,0.5,0.02,1,0.5,1,0.00122012201220122,0,0.0965775884383148,-0.145775754947547,-0.196347916427511,0.0114891051120449
1,0.5,0.02,1,0.5,1,0.00124012401240124,0,0.0942912431376302,-0.142296131821915,-0.191126434509751,0.0112693967452483
1,0.5,0.02,1,0.5,1,0.00126012601260126,0,0.0946571598225421,-0.142809296947882,-0.191870125236121,0.0113437331608682
1,0.5,0.02,1,0.5,1,0.00128012801280128,0,0.0950192157761203,-0.143318737466946,-0.19260884894594,0.0114049136500448
1,0.5,0.02,1,0.5,1,0.0013001300130013,0,0.0953776592201489,-0.143825449924573,-0.193343835603006,0.0114488881310014
1,0.5,0.02,1,0.5,1,0.00132013201320132,0,0.0957332377345176,-0.144328471889466,-0.194073630981193,0.0114879882798903
1,0.5,0.02,1,0.5,1,0.00134013401340134,0,0.0960844091266068,-0.144830029268725,-0.194801302117409,0.0114946394427878
1,0.5,0.02,1,0.5,1,0.00136013601360136,0,0.0964271932378404,-0.145335667497298,-0.195530946565505,0.0113925460592589
1,0.5,0.02,1,0.5,1,0.00138013801380138,0,0.0967678367305677,-0.145838269629311,-0.196255491983806,0.0112863769261171
1,0.5,0.02,1,0.5,1,0.0014001400140014,0,0.0971036467633797,-0.146348778579693,-0.19697987561446,0.0110669916297839
1,0.5,0.02,1,0.5,1,0.00142014201420142,0,0.0965786410752949,-0.145575006000106,-0.195786919052309,0.0107025859496825
1,0.5,0.02,1,0.5,1,0.00144014401440144,0,0.0967764735812643,-0.145305191170421,-0.195639892412953,0.010337350627226
1,0.5,0.02,1,0.5,1,0.00146014601460146,0,0.0970917233529739,-0.14582067166482,-0.196347438953059,0.0104036467617305
1,0.5,0.02,1,0.5,1,0.00148014801480148,0,0.0974048293629714,-0.146332699801698,-0.197050073308137,0.010468142227152
1,0.5,0.02,1,0.5,1,0.0015001500150015,0,0.0977159280783049,-0.146841276386478,-0.197748004113564,0.01053231922926
1,0.5,0.02,1,0.5,1,0.00152015201520152,0,0.0977921250024945,-0.147289437418964,-0.198188853949658,0.0104324020373259
1,0.5,0.02,1,0.5,1,0.00154015401540154,0,0.0979273712837289,-0.147260983819448,-0.197947608434917,0.00931714624605475
1,0.5,0.02,1,0.5,1,0.00156015601560156,0,0.0982488488168448,-0.147779804357616,-0.19864308759776,0.00937804660448187
1,0.5,0.02,1,0.5,1,0.00158015801580158,0,0.0980834065181554,-0.147637945850047,-0.198624592992135,0.0103839804960728
1,0.5,0.02,1,0.5,1,0.0016001600160016,0,0.0950668094420854,-0.143173662813698,-0.191049247872192,0.00795376651424835
1,0.5,0.02,1,0.5,1,0.00162016201620162,0,0.09513280859057,-0.143243470626375,-0.191144188081066,0.00796570900292737
1,0.5,0.02,1,0.5,1,0.00164016401640164,0,0.0951696782746265,-0.143271146171952,-0.191180398310789,0.00797103589727918
1,0.5,0.02,1,0.5,1,0.00166016601660166,0,0.0952227097929506,-0.14332237342139,-0.19125028060877,0.00798046855046467
1,0.5,0.02,1,0.5,1,0.00168016801680168,0,0.0952777741107055,-0.143376626029299,-0.191324996042044,0.00799067358626996
1,0.5,0.02,1,0.5,1,0.0017001700170017,0,0.0953621556594222,-0.143474038877608,-0.191464001824405,0.00800984490525275
1,0.5,0.02,1,0.5,1,0.00172017201720172,0,0.0960183264762919,-0.144493998173267,-0.193449369989255,0.0085140144555825
1,0.5,0.02,1,0.5,1,0.00174017401740174,0,0.0963520131633043,-0.144952069419611,-0.194102270535192,0.00860275948033622
1,0.5,0.02,1,0.5,1,0.00176017601760176,0,0.0953234266235453,-0.143411347068182,-0.191768614822778,0.00823886497298288
1,0.5,0.02,1,0.5,1,0.00178017801780178,0,0.095720507504589,-0.142908294903086,-0.191483501181967,0.00861365868785713
1,0.5,0.02,1,0.5,1,0.0018001800180018,0,0.0960158712872562,-0.143381503405602,-0.19213082020746,0.00870109439744441
1,0.5,0.02,1,0.5,1,0.00182018201820182,0,0.0963090649586468,-0.143851178497708,-0.192773615536161,0.00878818980259679
1,0.5,0.02,1,0.5,1,0.00184018401840184,0,0.0966003010102886,-0.144317595828653,-0.193412240173173,0.00887506017897963
1,0.5,0.02,1,0.5,1,0.00186018601860186,0,0.0968895798974863,-0.144780630005474,-0.194046342209717,0.00896198296519986
1,0.5,0.02,1,0.5,1,0.00188018801880188,0,0.0971764971254519,-0.145239610473713,-0.194674958366914,0.00904874257285152
1,0.5,0.02,1,0.5,1,0.0019001900190019,0,0.0974618022248749,-0.145696324710747,-0.195301173027265,0.00913449960622569
1,0.5,0.02,1,0.5,1,0.00192019201920192,0,0.0960472410066207,-0.14418972724723,-0.192475611050712,0.0081553440440987
1,0.5,0.02,1,0.5,1,0.00194019401940194,0,0.0959825748459289,-0.144066108485813,-0.192269789086288,0.00811944789805991
1,0.5,0.02,1,0.5,1,0.00196019601960196,0,0.0962207502929666,-0.144394481712056,-0.192789242495272,0.00821211447409449
1,0.5,0.02,1,0.5,1,0.00198019801980198,0,0.0967075115697499,-0.145085743407363,-0.193863582779217,0.00842500702675813
1,0.5,0.02,1,0.5,1,0.002000200020002,0,0.0963622803673571,-0.144550005746739,-0.193016479475508,0.00825014279413464
1,0.5,0.02,1,0.5,1,0.00202020202020202,0,0.0962496590354377,-0.144353128942484,-0.192685652664057,0.00818318308235433
1,0.5,0.02,1,0.5,1,0.00204020402040204,0,0.0962689037403757,-0.144353122839328,-0.192670097026987,0.00817597053233697
1,0.5,0.02,1,0.5,1,0.00206020602060206,0,0.0963091289794575,-0.144385277306954,-0.192710524944374,0.00818098281489267
1,0.5,0.02,1,0.5,1,0.00208020802080208,0,0.0963619157005869,-0.144436056144605,-0.192779580440955,0.00819042020422247
1,0.5,0.02,1,0.5,1,0.0021002100210021,0,0.096393165353029,-0.144454848053424,-0.192798946615812,0.00819178662100675
1,0.5,0.02,1,0.5,1,0.00212021202120212,1,0.0966161799643398,-0.144763349079262,-0.193232359942777,0.00824637732910607
1,0.5,0.02,1,0.5,1,0.00214021402140214,1,0.0969204234175476,-0.145194643818177,-0.193840846835373,0.0083235634186056
1,0.5,0.02,1,0.5,1,0.00216021602160216,1,0.0972227885308876,-0.145623049231818,-0.194445577061702,0.0084007395173294
1,0.5,0.02,1,0.5,1,0.00218021802180218,1,0.0975233040846045,-0.146048609613388,-0.195046608169124,0.00847790561741034
1,0.5,0.02,1,0.5,1,0.0022002200220022,1,0.0978219982579304,-0.146471368327776,-0.195643996515895,0.00855506174113714
1,0.5,0.02,1,0.5,1,0.00222022202220222,1,0.0981188981217453,-0.146891367017254,-0.19623779624351,0.0086322079350739
1,0.5,0.02,1,0.5,1,0.00224022402240224,1,0.0984140313668935,-0.147308648331716,-0.196828062733741,0.00870934416319703
1,0.5,0.02,1,0.5,1,0.00226022602260226,1,0.0987074237607293,-0.147723251908127,-0.197414847521559,0.00878647047261802
1,0.5,0.02,1,0.5,1,0.00228022802280228,1,0.0989991008838256,-0.14813521711328,-0.197998201767685,0.00886358688180205
1,0.5,0.02,1,0.5,1,0.0023002300230023,1,0.0992890877231745,-0.148544582400645,-0.19857817544643,0.00894069340951136
1,0.5,0.02,1,0.5,1,0.00232023202320232,1,0.0995774087279516,-0.148951385394703,-0.199154817461774,0.00901779008636755
1,0.5,0.02,1,0.5,1,0.00234023402340234,1,0.0998640876892632,-0.149355662709885,-0.199728175387587,0.00909487691391687
1,0.5,0.02,1,0.5,1,0.00236023602360236,1,0.100149147841919,-0.149757450104584,-0.200298295681845,0.00917195388856269
1,0.5,0.02,1,0.5,1,0.00238023802380238,1,0.100432612104798,-0.150156782846252,-0.200865224202901,0.00924902106838097
1,0.5,0.02,1,0.5,1,0.0024002400240024,1,0.100714502754131,-0.150553695216639,-0.201429005503792,0.00932607847244383
1,0.5,0.02,1,0.5,1,0.00242024202420242,1,0.100994841541728,-0.15094822069083,-0.201989683083508,0.00940312610965482
1,0.5,0.02,1,0.5,1,0.00244024402440244,1,0.101273649684755,-0.151340391922762,-0.202547299363126,0.00948016397324637
1,0.5,0.02,1,0.5,1,0.00246024602460246,1,0.101550948156752,-0.151730241187598,-0.203101896313635,0.00955719212044463
1,0.5,0.02,1,0.5,1,0.00248024802480248,1,0.101826757209414,-0.152117799655654,-0.203653514418926,0.00963421052726493
1,0.5,0.02,1,0.5,1,0.0025002500250025,1,0.102101096832798,-0.152503098089408,-0.20420219366555,0.00971121922354034
1,0.5,0.02,1,0.5,1,0.00252025202520252,1,0.102373986555125,-0.152886166541532,-0.204747973110181,0.00978821822580367
1,0.5,0.02,1,0.5,1,0.00254025402540254,1,0.102645445489505,-0.15326703442604,-0.205290890979003,0.00986520755111571
1,0.5,0.02,1,0.5,1,0.00256025602560256,1,0.102915492289189,-0.15364573045068,-0.205830984569031,0.00994218719652198
1,0.5,0.02,1,0.5,1,0.00258025802580258,1,0.103184145480008,-0.154022283120754,-0.206368290964034,0.0100191572404667
1,0.5,0.02,1,0.5,1,0.0026002600260026,1,0.103451422808068,-0.154396719751627,-0.206902845624568,0.010096117637215
1,0.5,0.02,1,0.5,1,0.00262026202620262,1,0.10371734184547,-0.154769067386046,-0.207434683693366,0.0101730683991524
1,0.5,0.02,1,0.5,1,0.00264026402640264,1,0.103981919944563,-0.155139352725259,-0.207963839896378,0.010250009582804
1,0.5,0.02,1,0.5,1,0.00266026602660266,1,0.104245173839829,-0.155507601526367,-0.208490347679707,0.0103269411595717
1,0.5,0.02,1,0.5,1,0.00268026802680268,1,0.104507120202593,-0.15587383944255,-0.209014240408099,0.0104038631861598
1,0.5,0.02,1,0.5,1,0.0027002700270027,1,0.104767775146935,-0.15623809127503,-0.209535550293927,0.0104807756467449
1,0.5,0.02,1,0.5,1,0.00272027202720272,1,0.105027154656442,-0.156600381619644,-0.210054309320189,0.0105576785870509
1,0.5,0.02,1,0.5,1,0.00274027402740274,1,0.105285274162378,-0.156960734228283,-0.210570548324805,0.0106345719734908
1,0.5,0.02,1,0.5,1,0.00276027602760276,1,0.105542149034658,-0.157319172752408,-0.211084298063348,0.010711455850526
1,0.5,0.02,1,0.5,1,0.00278027802780278,1,0.105797794296271,-0.157675720310661,-0.211595588588574,0.0107883302453575
1,0.5,0.02,1,0.5,1,0.0028002800280028,1,0.106052224570218,-0.158030399409395,-0.212104449134513,0.0108651951487069
1,0.5,0.02,1,0.5,1,0.00282028202820282,1,0.106305454322605,-0.1583832323103,-0.212610908642374,0.0109420505908637
1,0.5,0.02,1,0.5,1,0.00284028402840284,1,0.106557497615172,-0.158734240656141,-0.213114995221128,0.0110188965582666
1,0.5,0.02,1,0.5,1,0.00286028602860286,1,0.106808368434974,-0.159083445969564,-0.213616736863599,0.0110957330999207
1,0.5,0.02,1,0.5,1,0.00288028802880288,1,0.107058080361138,-0.159430869149909,-0.214116160721387,0.0111725602161513
1,0.5,0.02,1,0.5,1,0.0029002900290029,1,0.107306646747818,-0.159776530749263,-0.214613293499965,0.0112493779145858
1,0.5,0.02,1,0.5,1,0.00292029202920292,1,0.107554080653779,-0.160120450866445,-0.215108161305579,0.0113261861866785
1,0.5,0.02,1,0.5,1,0.00294029402940294,1,0.107800395093642,-0.16046264952708,-0.215600790190236,0.0114029850890218
1,0.5,0.02,1,0.5,1,0.00296029602960296,1,0.10804560264873,-0.160803146095653,-0.216091205304336,0.0114797746113223
1,0.5,0.02,1,0.5,1,0.00298029802980298,1,0.108289715705037,-0.16114195963507,-0.216579431413354,0.011556554751448
1,0.5,0.02,1,0.5,1,0.003000300030003,1,0.108532746537312,-0.161479109034131,-0.217065493079518,0.0116333255490979
1,0.5,0.02,1,0.5,1,0.00302030203020302,1,0.108774707064133,-0.161814612637093,-0.217549414128243,0.011710086991696
1,0.5,0.02,1,0.5,1,0.00304030403040304,1,0.109015609112734,-0.162148488644692,-0.218031218223538,0.0117868391101077
1,0.5,0.02,1,0.5,1,0.00306030603060306,1,0.109255464288359,-0.162480754916151,-0.218510928582603,0.0118635819301552
1,0.5,0.02,1,0.5,1,0.00308030803080308,1,0.109494283829948,-0.162811428751651,-0.218988567659904,0.0119403154183203
1,0.5,0.02,1,0.5,1,0.0031003100310031,1,0.109732079015078,-0.163140527504419,-0.219464158030183,0.0120170396236357
1,0.5,0.02,1,0.5,1,0.00312031203120312,1,0.109968860771382,-0.163468067993543,-0.219937721539482,0.0120937545407946
1,0.5,0.02,1,0.5,1,0.00314031403140314,1,0.110204639918193,-0.163794066869123,-0.220409279831224,0.0121704601896961
1,0.5,0.02,1,0.5,1,0.00316031603160316,1,0.110439427092373,-0.164118540500445,-0.220878854184716,0.0122471565931129
1,0.5,0.02,1,0.5,1,0.00318031803180318,1,0.11067323270851,-0.164441504916042,-0.221346465425991,0.0123238437562851
1,0.5,0.02,1,0.5,1,0.0032003200320032,1,0.110906066942279,-0.164762975778579,-0.2218121338916,0.0124005216625344
1,0.5,0.02,1,0.5,1,0.00322032203220322,1,0.111137939926213,-0.165082968680743,-0.222275879855334,0.0124771903393592
1,0.5,0.02,1,0.5,1,0.00324032403240324,1,0.111368861637892,-0.165401498976388,-0.22273772328367,0.0125538498194329
1,0.5,0.02,1,0.5,1,0.00326032603260326,1,0.111598841747573,-0.165718581550564,-0.223197683500849,0.0126305000826004
1,0.5,0.02,1,0.5,1,0.00328032803280328,1,0.111827889917263,-0.166034231271196,-0.223655779843364,0.0127071411641855
1,0.5,0.02,1,0.5,1,0.0033003300330033,1,0.112056015468389,-0.166348462487632,-0.224112030931112,0.0127837730303282
1,0.5,0.02,1,0.5,1,0.00332033203320332,1,0.112283227860466,-0.166661289753267,-0.224566455716119,0.0128603957554691
1,0.5,0.02,1,0.5,1,0.00334033403340334,1,0.112509536128376,-0.166972726975711,-0.225019072247944,0.0129370093123014
1,0.5,0.02,1,0.5,1,0.00336033603360336,1,0.112734949331095,-0.167282788095097,-0.225469898656937,0.0130136137336755
1,0.5,0.02,1,0.5,1,0.00338033803380338,1,0.11295947621907,-0.167591486581425,-0.225918952424506,0.0130902089934474
1,0.5,0.02,1,0.5,1,0.0034003400340034,1,0.113183125724781,-0.167898836175467,-0.226366251458672,0.0131667951853525
1,0.5,0.02,1,0.5,1,0.00342034203420342,1,0.113405906113421,-0.168204849606659,-0.226811812228866,0.0132433722018122
1,0.5,0.02,1,0.5,1,0.00344034403440344,1,0.113627826005516,-0.168509540136861,-0.227255652011,0.0133199401202783
1,0.5,0.02,1,0.5,1,0.00346034603460346,1,0.113848893698014,-0.168812920535802,-0.227697787396087,0.0133964989453312
1,0.5,0.02,1,0.5,1,0.00348034803480348,1,0.114069117363828,-0.169115003381976,-0.22813823472763,0.013473048683007
1,0.5,0.02,1,0.5,1,0.0035003500350035,1,0.114288505063261,-0.16941580108043,-0.228577010126616,0.0135495893439614
1,0.5,0.02,1,0.5,1,0.00352035203520352,1,0.114507064731522,-0.169715325843626,-0.229014129463107,0.013626120937471
1,0.5,0.02,1,0.5,1,0.00354035403540354,1,0.114724804185369,-0.170013589701752,-0.22944960837077,0.0137026434735677
1,0.5,0.02,1,0.5,1,0.00356035603560356,1,0.114941731124592,-0.170310604505041,-0.229883462249276,0.0137791569625941
1,0.5,0.02,1,0.5,1,0.00358035803580358,1,0.115157853132586,-0.170606381924439,-0.230315706265175,0.0138556614132821
1,0.5,0.02,1,0.5,1,0.0036003600360036,1,0.115373177680871,-0.170900933458961,-0.230746355361704,0.0139321568367184
1,0.5,0.02,1,0.5,1,0.00362036203620362,1,0.1155877121307,-0.171194270437713,-0.231175424261381,0.0140086432419457
1,0.5,0.02,1,0.5,1,0.00364036403640364,1,0.115801463733986,-0.171486404021748,-0.231602927467925,0.0140851206380362
1,0.5,0.02,1,0.5,1,0.00366036603660366,1,0.116014439638443,-0.171777345211486,-0.232028879276913,0.0141615890352724
1,0.5,0.02,1,0.5,1,0.00368036803680368,1,0.116226646886247,-0.172067104845045,-0.232453293772518,0.0142380484431101
1,0.5,0.02,1,0.5,1,0.0037003700370037,1,0.116438092417795,-0.172355693604168,-0.232876184835638,0.0143144988704022
1,0.5,0.02,1,0.5,1,0.00372037203720372,1,0.11664878307553,-0.172643122019398,-0.233297566151131,0.0143909403278305
1,0.5,0.02,1,0.5,1,0.00374037403740374,1,0.116858725601025,-0.172929400466534,-0.233717451202099,0.0144673728223984
1,0.5,0.02,1,0.5,1,0.00376037603760376,1,0.11706792662116,-0.173214539145048,-0.234135853237679,0.0145437963562482
1,0.5,0.02,1,0.5,1,0.00378037803780378,1,0.117276392754333,-0.173498548239099,-0.234552785508701,0.0146202109646418
1,0.5,0.02,1,0.5,1,0.0038003800380038,1,0.117484130395741,-0.173781437592968,-0.234968260791469,0.0146966166298232
1,0.5,0.02,1,0.5,1,0.00382038203820382,1,0.117691145959956,-0.174063217077792,-0.235382291924509,0.0147730133792387
1,0.5,0.02,1,0.5,1,0.00384038403840384,1,0.117897445701375,-0.174343896320104,-0.235794891410742,0.0148494012101444
1,0.5,0.02,1,0.5,1,0.00386038603860386,1,0.118103035729882,-0.174623484726274,-0.236206071451795,0.0149257800970933
1,0.5,0.02,1,0.5,1,0.00388038803880388,1,0.118307922370277,-0.17490199202323,-0.236615844743431,0.0150021501370707
1,0.5,0.02,1,0.5,1,0.0039003900390039,1,0.118512111467426,-0.17517942721247,-0.237024222936543,0.0150785112649463
1,0.5,0.02,1,0.5,1,0.00392039203920392,1,0.118715609034474,-0.175455799546262,-0.237431218072448,0.0151548635176742
1,0.5,0.02,1,0.5,1,0.00394039403940394,1,0.118918420895589,-0.175731117989723,-0.237836841791231,0.0152312068890802
1,0.5,0.02,1,0.5,1,0.00396039603960396,1,0.119120552875684,-0.176005391506152,-0.238241105751433,0.015307541404169
1,0.5,0.02,1,0.5,1,0.00398039803980398,1,0.119322010685527,-0.176278628884623,-0.23864402137613,0.0153838670736081
1,0.5,0.02,1,0.5,1,0.004000400040004,1,0.119522799879513,-0.176550838676971,-0.239045599759048,0.0154601838752512
1,0.5,0.02,1,0.5,1,0.00402040204020402,1,0.119722926078356,-0.176822029531796,-0.239445852156744,0.0155364918451906
1,0.5,0.02,1,0.5,1,0.00404040404040404,1,0.119922394739218,-0.177092209848807,-0.239844789478465,0.0156127909815252
1,0.5,0.02,1,0.5,1,0.00406040604060406,1,0.120121211271699,-0.177361387953638,-0.24024242254345,0.0156890812931135
1,0.5,0.02,1,0.5,1,0.00408040804080408,1,0.120319381013207,-0.177629572060957,-0.240638762026428,0.0157653627880386
1,0.5,0.02,1,0.5,1,0.0041004100410041,1,0.120516909232205,-0.177896770279312,-0.241033818464446,0.01584163547473
1,0.5,0.02,1,0.5,1,0.00412041204120412,1,0.120713801128216,-0.178162990611135,-0.241427602256502,0.0159178993609216
1,0.5,0.02,1,0.5,1,0.00414041404140414,1,0.120910061834459,-0.178428240956716,-0.241820123668958,0.0159941544548873
1,0.5,0.02,1,0.5,1,0.00416041604160416,1,0.121105696416196,-0.178692529112067,-0.242211392832386,0.0160704007642181
1,0.5,0.02,1,0.5,1,0.00418041804180418,1,0.12130070990785,-0.178955862824306,-0.2426014198229,0.0161466383115723
1,0.5,0.02,1,0.5,1,0.0042004200420042,1,0.121495107197158,-0.17921824961782,-0.242990214404585,0.0162228670821229
1,0.5,0.02,1,0.5,1,0.00422042204220422,1,0.121688893154738,-0.179479696989116,-0.243377786317461,0.0162990870821517
1,0.5,0.02,1,0.5,1,0.00424042404240424,1,0.121882072579236,-0.179740212324227,-0.243764145155443,0.0163752983126536
1,0.5,0.02,1,0.5,1,0.00426042604260426,1,0.12207465031078,-0.179999803069472,-0.244149300618536,0.0164515008194858
1,0.5,0.02,1,0.5,1,0.00428042804280428,1,0.12226663099622,-0.180258476378534,-0.244533261989868,0.016527694589296
